"subject" "activity" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyAccMag.mean.." "tGravityAccMag.mean.." "tBodyAccJerkMag.mean.." "tBodyGyroMag.mean.." "tBodyGyroJerkMag.mean.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAcc.meanFreq...X" "fBodyAcc.meanFreq...Y" "fBodyAcc.meanFreq...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyAccJerk.meanFreq...X" "fBodyAccJerk.meanFreq...Y" "fBodyAccJerk.meanFreq...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyGyro.meanFreq...X" "fBodyGyro.meanFreq...Y" "fBodyGyro.meanFreq...Z" "fBodyAccMag.mean.." "fBodyAccMag.meanFreq.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyAccJerkMag.meanFreq.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroMag.meanFreq.." "fBodyBodyGyroJerkMag.mean.." "fBodyBodyGyroJerkMag.meanFreq.."
"29" 14 "WALKING_DOWNSTAIRS" 0.268742494553279 -0.0166371300659426 -0.0996007059877049 0.695710723688525 -0.165548427598361 -0.255499121995902 0.0731636526834836 0.00468680247090164 -0.00109705214282787 0.00779788388987705 -0.101356256508197 0.0483130820040984 -0.109826852532898 -0.0439177837856107 -0.0418610459717213 -0.29092762277541 -0.29092762277541 -0.487984706926639 -0.245124405807746 -0.608256767676639 -0.503578578393852 -0.292774738243033 -0.272591149659836 -0.34885362172541 -0.164564952463934 -0.140595245544672 -0.547228392966803 -0.475602672016393 -0.502642372690574 -0.205089412670902 -0.363010957721311 -0.304637150325 -0.6115221855 -0.355248774921516 -0.247597875968033 -0.260353448080328 -0.35002956284918 -0.266167266894672 -0.33954605254918 -0.0681966962434016 -0.472519023106762 0.0840792967721311 -0.408328310255328 -0.124434955842213 -0.632288075747377 0.0665225837269672
"30" 15 "WALKING_DOWNSTAIRS" 0.27821340725 -0.016464484771311 -0.112563587594512 0.688872511512195 0.102660491875 0.0372897701757012 0.0776897411304878 0.00489392052706402 -0.00440993190077744 -0.0281278780610671 -0.075878845519878 0.0906658516 -0.0960910108539634 -0.0441270690182012 -0.0555645456881098 -0.527285352000488 -0.527285352000488 -0.654799694757531 -0.617721779796037 -0.805282669512195 -0.583772317445122 -0.507735205778384 -0.741745724698171 -0.218637119967988 0.0505085375937378 0.0424519595017988 -0.643469519361585 -0.609408057377744 -0.805543465588415 -0.0490273566650701 -0.197408729697561 -0.0737834470521341 -0.664354428856402 -0.760711411006098 -0.711194539920732 -0.143256673841646 -0.222137469043902 -0.0579760577340244 -0.562948391223628 0.0614279187379573 -0.614817605125915 0.1584042182 -0.732394493841463 -0.149680864646374 -0.83680189402439 0.0955564233589329
"31" 16 "WALKING_DOWNSTAIRS" 0.277887440374317 -0.0158567888309016 -0.107263924445355 0.700906130308743 -0.0605235993797814 0.0402075536234973 0.0775488885374317 0.00884018328270219 -0.00143730005564208 -0.0122341446725137 -0.0724444803980874 0.0730144651530055 -0.107361614801257 -0.0416615668939617 -0.0539470410873497 -0.616131116889044 -0.616131116889044 -0.725246870486339 -0.718168775628415 -0.860446372459016 -0.700885147341803 -0.671572147098798 -0.660989948160437 -0.238570460241803 -0.0276434719766667 0.0278234635724863 -0.744662041612022 -0.748627001551913 -0.752302172079235 -0.0318889109278689 -0.194511969031749 -0.170592442202459 -0.789780147036612 -0.815962130027322 -0.756286641721311 -0.137899091231284 -0.158018408842896 -0.0538946293731967 -0.666962508246721 0.0558668214710383 -0.713167613706148 0.221683632275519 -0.81712881920765 -0.0501221341519126 -0.87277228273224 0.153211239562049
"32" 17 "WALKING_DOWNSTAIRS" 0.277950050208333 -0.0138932613754167 -0.109786077604167 0.901097859791667 -0.17504772675 -0.284880580416667 0.0740394237708333 0.00607092773104167 -0.00478813832875 -0.026848276775 -0.07819643980625 0.0937536148541667 -0.099654922875 -0.0401207685420833 -0.0537865145708333 -0.97810887125 -0.97810887125 -0.992407460833333 -0.979459900833333 -0.994575164583333 -0.992157217708333 -0.973701284375 -0.982664512083333 -0.02778538428125 0.0700889126375 0.162404006166667 -0.993660824583333 -0.9868704575 -0.989427028125 0.25766061329375 0.088375064625625 0.101435515354167 -0.985134202708333 -0.987405592708333 -0.986429749791667 -0.0923221393895833 -0.0919220529166667 0.0666974241166667 -0.981396533333333 0.144284652020833 -0.991203280625 0.403466797916667 -0.985919111875 -0.0520602959791667 -0.993130339166667 0.332245723416667
"33" 4 "WALKING_UPSTAIRS" 0.269685855146341 -0.0171085099442602 -0.110053359325203 0.667377493902439 0.176064219895122 0.117030634772358 0.080200587601626 0.0106812194621382 -0.00737856315243902 -0.027473566188374 -0.0845813729861789 0.0958069867471545 -0.112213469653659 -0.0384344734528455 -0.0529863681443902 -0.441789745892683 -0.441789745892683 -0.551665062753089 -0.574385249590244 -0.771259192195122 -0.518103409715447 -0.391561268041463 -0.708346275365854 -0.229896701265041 0.136415181912195 -0.0204555236743252 -0.548003358486179 -0.470861077819187 -0.793248930406504 -0.0626525261543089 -0.190358689715447 -0.164332976294309 -0.537445270313821 -0.799459630325203 -0.634729117447154 -0.0761993841779675 -0.403312438185366 0.0995517018569106 -0.497723469494309 0.139269821727642 -0.529301794643089 0.153282705439837 -0.683314955211382 -0.0842086255799187 -0.793458132276423 0.181417870697967
"34" 6 "WALKING_UPSTAIRS" 0.280179098426966 -0.0206949591117978 -0.110940029325843 0.736951892247191 -0.103190808202247 0.0184833048368539 0.0674351008988764 -0.00310401228089888 -0.00609868840674157 -0.067430938188764 -0.0529948418524719 0.0787625669280899 -0.0589128557764045 -0.0500700364842697 -0.0433103259283146 -0.0554082692382022 -0.0554082692382022 -0.153888888820225 -0.175624994910562 -0.202676039247191 -0.133757972988764 0.102003878820225 -0.336322224157303 -0.330407854494382 0.0818782474368539 0.284312710910112 -0.2089562025 -0.0871500384348315 -0.352981568269663 -0.270896174822472 -0.400274190841573 -0.0656116522338202 -0.0788327637831461 -0.248795741449438 -0.0819830495561798 0.1225045045 0.0845962063707865 0.265781058932584 -0.0562800368966292 0.143609598123595 -0.0759734389325843 -0.0235437494146067 -0.156240715516854 0.286221526499775 -0.252582563561798 0.130006026935955
"35" 7 "WALKING_UPSTAIRS" 0.270211697814935 -0.0187904887668182 -0.112492375388312 0.681289120844156 -0.0420221452496753 0.0342160711928604 0.0831829573168831 0.00760909767418831 -0.00791725696048701 -0.0518716929407792 -0.0646077113078896 0.0977671721406169 -0.0942037376182662 -0.0414401406082792 -0.0610307928148701 -0.511312036747403 -0.511312036747403 -0.622815767680292 -0.581899897967532 -0.713191348337662 -0.593011288564935 -0.563547785174026 -0.531005941495552 -0.311790512382468 -0.0300713296399351 0.0146620852844481 -0.637521940243831 -0.641687333850227 -0.642515716574286 -0.11978430017462 -0.239501714015909 -0.220260861049058 -0.643767578493507 -0.630419275006169 -0.655083354905844 -0.134491772785779 -0.103884514547565 -0.0863412384825 -0.518323878824675 -0.0106873745212792 -0.553360009658182 0.108695730522532 -0.628877272791136 -0.0352276334005552 -0.668879188156396 0.0631920436939935
"36" 8 "WALKING_UPSTAIRS" 0.270759063295374 -0.0181894974688612 -0.106809623683986 0.647498175409253 0.0303211113118861 0.0836542406807936 0.084215745375516 0.000860301581786477 -0.0196719912994306 0.00359053897160142 -0.091077509832669 0.0640867611561922 -0.104969855200356 -0.0400922240331673 -0.0582887148366548 -0.468522592843416 -0.468522592843416 -0.534248616612028 -0.476214943826192 -0.673625525658363 -0.581831414648399 -0.374944236206406 -0.550979388719929 -0.216022261686477 0.0263297524124555 0.0913951982033452 -0.59163500910605 -0.495906215569395 -0.644285802406762 0.0212336768810676 -0.169061574411388 -0.0826086104950178 -0.601382421248399 -0.575938482711388 -0.525562919047438 -0.117102793715658 -0.153879695796192 -0.0430258806635231 -0.512106792856939 0.146541439681957 -0.529244911130605 0.271528870278648 -0.609984289180071 -0.0232241525951918 -0.70215621546726 0.223748693337011
"37" 9 "WALKING_UPSTAIRS" 0.270313841621528 -0.0209466555412396 -0.101233826213889 0.670845545555556 -0.0467446999509028 0.104353653032743 0.0840171430291667 0.00678485848399306 -0.00102998088194444 -0.0701318154561458 -0.0729884312991667 0.109092913237986 -0.0892254930640278 -0.0397344421815972 -0.053402884281875 -0.505183470509188 -0.505183470509188 -0.621608245092361 -0.550201866572569 -0.7629795809375 -0.579258404408681 -0.610267804090278 -0.592119122804271 -0.291349229752569 -0.0879003298041667 -0.0304334227664236 -0.621377141312847 -0.699766614569444 -0.702931927996528 -0.219176266215278 -0.296107744084757 -0.290292303180208 -0.639863219559028 -0.683924287600694 -0.612680463163889 -0.205909254584222 -0.240880440259861 -0.196153280691528 -0.553186448295139 -0.00358269125034722 -0.609193721940625 0.0983598303289236 -0.700863097986111 -0.108828634535764 -0.786473954201389 0.0927763736788194
"38" 10 "WALKING_UPSTAIRS" 0.2792260805 -0.0137410699333333 -0.1082356298 0.582637512166667 0.2814715215 0.1506301434 0.0775130550833333 0.00330831786383333 0.000510105274833334 -0.0342448434966667 -0.078152882769 0.0966117812 -0.0984885261 -0.0386820786833333 -0.0560434883966667 -0.9617663145 -0.9617663145 -0.978933889 -0.948394682666667 -0.984314541333333 -0.975310696833333 -0.940255585 -0.976061050166667 0.00798704466166666 0.11787740315 0.24323874364 -0.978120306166667 -0.9634427765 -0.9826301395 0.18049724774 -0.0236616142666667 0.136230998733333 -0.9661191675 -0.976870853 -0.9572695305 0.0389539027333333 0.0734377932783333 0.0366931660383333 -0.951348618666667 0.257758402675 -0.970436012833333 0.303074622566667 -0.958964957333333 0.04078922134 -0.980438270333333 0.223002989278333
"39" 11 "WALKING_UPSTAIRS" 0.27658531139557 -0.0191272531933228 -0.108941761642405 0.730526184936709 0.0527387028613924 0.140209861246835 0.0830134540658228 0.0078044254343038 -0.00657424975259494 -0.0547328440272468 -0.0582275770813291 0.087284109682356 -0.0805473309873418 -0.0493914065474684 -0.0480140167267405 -0.542825032813608 -0.542825032813608 -0.679819504547468 -0.628367851066456 -0.826829028481013 -0.619524028324684 -0.531455265662532 -0.750026145791139 -0.224360420717722 0.0318551463759494 0.0502783009075316 -0.676672987166456 -0.632374688606013 -0.825559590221519 -0.0874254925382278 -0.242572597206013 -0.0992296316156962 -0.709949332117089 -0.776852868955696 -0.708842979272152 -0.111874925112848 -0.181778028186076 -0.0810951668035443 -0.611528074359177 0.12725035020425 -0.656133473274684 0.158363551858133 -0.757585939588608 -0.10978179348269 -0.864827011392405 0.11789211326962
"40" 14 "WALKING_UPSTAIRS" 0.274638681518987 -0.0150740054405063 -0.105264366677722 0.599098975405063 0.0546109842746835 0.130135867455696 0.0773017082381013 0.0036647518358481 -0.0069576409346962 -0.023047440764557 -0.0773800849721519 0.0988407598607595 -0.100542747126582 -0.0414738805316456 -0.054978679931519 -0.954651726708861 -0.954651726708861 -0.982660079367089 -0.945647504556962 -0.98548876278481 -0.977590046582278 -0.957021698227848 -0.959720590506329 -0.227493608175949 -0.117621832434177 -0.0066894787 -0.985349748734177 -0.978897426202532 -0.97720619556962 0.0256392015189873 -0.127279921607595 -0.0370931001316456 -0.969864989620253 -0.966022947974684 -0.968502550759494 -0.182619256862025 -0.331243230308861 -0.0480449907531646 -0.958267383037975 -0.0349621679848101 -0.981048938227848 0.301430693355696 -0.959072824810127 -0.182124389449367 -0.981054587341772 0.165611493163291
